1674259200000,22666.00000000,22792.86000000,22422.00000000,22523.87000000,11837.55762000,1674260099999,267648271.68754800,192402,5766.30834000,130387609.64865550,0
1674260100000,22523.87000000,22614.01000000,22471.45000000,22594.02000000,2855.85626000,1674260999999,64385600.20742580,90782,1498.11224000,33778442.43827580,0
1674261000000,22593.25000000,22660.46000000,22562.81000000,22624.05000000,2486.02226000,1674261899999,56218444.55067480,83358,1221.03876000,27613768.29731180,0
1674261900000,22622.70000000,22638.88000000,22573.74000000,22576.17000000,3293.00766000,1674262799999,74440987.08010250,86443,1591.50042000,35977975.51425730,0
1674262800000,22576.86000000,22618.78000000,22564.03000000,22568.74000000,2785.43076000,1674263699999,62935548.21761660,74506,1393.69969000,31491242.88912330,0
1674263700000,22568.25000000,22613.88000000,22551.72000000,22579.46000000,2552.11198000,1674264599999,57640460.51908020,67419,1298.26685000,29323568.13488340,0
1674264600000,22580.03000000,22612.03000000,22572.34000000,22580.24000000,1789.32186000,1674265499999,40435645.14146320,55435,877.07950000,19820818.32615280,0
1674265500000,22581.21000000,22595.61000000,22560.31000000,22563.99000000,1991.22710000,1674266399999,44953787.52119560,49552,947.56206000,21392714.54567670,0
1674266400000,22563.04000000,22621.88000000,22562.80000000,22607.71000000,2045.13374000,1674267299999,46222012.67108960,53028,1026.49802000,23200285.22604170,0
1674267300000,22607.23000000,22623.21000000,22600.32000000,22621.26000000,1600.18896000,1674268199999,36186895.62181450,43051,830.85732000,18789499.11051100,0
1674268200000,22621.79000000,22622.79000000,22564.61000000,22591.75000000,2070.81527000,1674269099999,46789025.63898490,50754,1028.99961000,23250038.57874740,0
1674269100000,22592.76000000,22594.86000000,22508.33000000,22551.05000000,3416.94631000,1674269999999,77050438.69473110,76535,1709.67289000,38551696.02543150,0
1674270000000,22551.05000000,22565.33000000,22492.68000000,22511.82000000,2371.45098000,1674270899999,53440082.47270100,61892,1117.85249000,25190769.32731360,0
1674270900000,22512.74000000,22570.38000000,22511.12000000,22558.57000000,2455.40545000,1674271799999,55359366.33422840,61154,1306.73551000,29461361.62550020,0
1674271800000,22557.73000000,22571.40000000,22533.17000000,22566.35000000,1685.30259000,1674272699999,38012121.63907710,47094,859.44063000,19385330.39307110,0
1674272700000,22566.97000000,22568.97000000,22541.52000000,22547.35000000,1454.14148000,1674273599999,32793051.18260570,41754,713.57183000,16092518.19151410,0
1674273600000,22547.83000000,22573.97000000,22514.60000000,22561.27000000,2360.26147000,1674274499999,53214912.58614020,58337,1208.31605000,27243405.29797140,0
1674274500000,22561.27000000,22619.48000000,22559.66000000,22615.99000000,2327.98992000,1674275399999,52588605.11422220,60059,1192.83356000,26946114.10389110,0
1674275400000,22615.02000000,22643.65000000,22593.90000000,22627.17000000,1923.54827000,1674276299999,43506566.21974850,52762,967.10559000,21874434.83462670,0
1674276300000,22626.55000000,22631.04000000,22581.51000000,22597.96000000,2187.84033000,1674277199999,49451081.88461840,54571,1047.12735000,23667307.30610400,0
1674277200000,22597.96000000,22607.78000000,22567.14000000,22579.71000000,1965.13593000,1674278099999,44391384.69186520,47857,955.09626000,21575836.87365820,0
