1674259200000,22666.00000000,22792.86000000,22422.00000000,22576.17000000,20472.44380000,1674262799999,462693303.52575110,452985,10076.95976000,227757795.89850040,0
1674262800000,22576.86000000,22618.78000000,22551.72000000,22563.99000000,9118.09170000,1674266399999,205965441.39935560,246912,4516.60810000,102028343.89583620,0
1674266400000,22563.04000000,22623.21000000,22508.33000000,22551.05000000,9133.08428000,1674269999999,206248372.62662010,223368,4596.02784000,103791518.94073160,0
1674270000000,22551.05000000,22571.40000000,22492.68000000,22547.35000000,7966.30050000,1674273599999,179604621.62861220,211894,3997.60046000,90129979.53739900,0
1674273600000,22547.83000000,22643.65000000,22514.60000000,22597.96000000,8799.63999000,1674277199999,198761165.80472930,225729,4415.38255000,99731261.54259320,0
1674277200000,22597.96000000,22621.39000000,22562.84000000,22573.98000000,6273.14562000,1674280799999,141699414.89172110,178986,2962.11878000,66910987.97436240,0
1674280800000,22573.99000000,22622.99000000,22554.72000000,22620.93000000,7304.81276000,1674284399999,165067799.86248060,216794,3663.96656000,82797483.87514570,0
1674284400000,22620.42000000,22670.00000000,22600.74000000,22638.36000000,8626.60818000,1674287999999,195236840.38669370,243075,4249.98390000,96187825.61925450,0
1674288000000,22638.36000000,22776.31000000,22626.62000000,22700.63000000,14325.75294000,1674291599999,325350201.40360660,334878,6976.75525000,158453127.94479450,0
1674291600000,22700.62000000,23100.00000000,22685.48000000,23037.49000000,21435.26207000,1674295199999,489812811.81575040,449451,11011.72036000,251642252.22066410,0
1674295200000,23037.46000000,23335.77000000,22595.23000000,22777.52000000,49733.13453000,1674298799999,1142651158.51571690,809870,24896.63294000,571969878.39390280,0
1674298800000,22778.51000000,22953.93000000,22652.61000000,22905.65000000,16879.35557000,1674302399999,385211716.66304380,354424,8563.43626000,195438386.16294310,0
1674302400000,22907.01000000,23087.63000000,22888.00000000,23039.50000000,16479.91424000,1674305999999,378864148.29770530,364929,8210.09695000,188757564.70282190,0
1674306000000,23041.12000000,23050.00000000,22851.94000000,22930.04000000,13004.21114000,1674309599999,298490837.15807250,314972,6337.81000000,145473853.51470930,0
1674309600000,22930.87000000,23018.92000000,22875.54000000,22955.26000000,10483.76615000,1674313199999,240539872.66956660,257237,5198.03019000,119273492.64915710,0
1674313200000,22955.80000000,23280.00000000,22930.92000000,22998.90000000,20526.86682000,1674316799999,474703846.81156590,454626,10443.60734000,241513123.13923230,0
1674316800000,22998.90000000,23269.73000000,22980.00000000,23197.45000000,18963.01053000,1674320399999,438761263.11208720,430349,9526.45131000,220431092.39800990,0
1674320400000,23196.43000000,23371.80000000,23126.06000000,23226.65000000,21948.64533000,1674323999999,509943013.31936630,433296,11044.38637000,256658014.47722980,0
1674324000000,23225.17000000,23269.99000000,23053.24000000,23248.52000000,12484.54121000,1674327599999,289380941.78088170,289761,6411.41782000,148614453.80611060,0
1674327600000,23247.40000000,23308.06000000,23174.08000000,23270.50000000,8812.55582000,1674331199999,204857642.84662200,242054,4439.53262000,103210511.25850300,0
1674331200000,23270.97000000,23299.55000000,23080.00000000,23093.38000000,9845.15016000,1674334799999,228237419.75339480,253272,4495.81754000,104225592.40516700,0
1674334800000,23093.38000000,23220.00000000,23009.11000000,23204.64000000,8119.76021000,1674338399999,187922963.89206840,225544,4139.70167000,95820182.79750780,0
1674338400000,23203.41000000,23210.91000000,22737.36000000,22759.71000000,8554.59214000,1674341999999,197356967.12617060,226219,3985.78600000,91976201.18297180,0
1674342000000,22757.14000000,22964.60000000,22680.73000000,22783.55000000,17154.83863000,1674345599999,391573403.24043080,355895,8503.34074000,194123750.06541510,0
